L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std
100 0.25 1000000 241 0 -13.3553 0 178.364 0 31813.7 0 0.035101 0 0.0590327 0 0.00471694 0 2.22495e-05 0 
100 0.25 1100000 378 96.8736 -7.03611 4.46834 89.439 62.8795 15907 11247.8 0.0273355 0.00549105 0.0163517 0.03018 0.00289658 0.00128719 1.17039e-05 7.45691e-06 
100 0.25 1200000 313.667 83.2471 -8.2685 3.14426 98.0272 42.5021 15028.6 7532.72 0.0594717 0.0264933 0.0203311 0.0203807 0.00730204 0.00369798 9.4345e-05 6.76591e-05 
100 0.25 1300000 310 62.516 -17.0607 7.97105 545.217 388.587 901261 767520 0.0523767 0.0207983 -0.0146142 0.0339047 0.00928528 0.00326224 0.000128785 5.88606e-05 
100 0.25 1400000 277 58.0731 -21.6123 7.56556 753.278 362.314 1.22378e+06 678405 0.0530279 0.0166488 -0.0465582 0.0393959 0.0141257 0.00505518 0.00032731 0.000183704 
100 0.25 1500000 301.667 53.3764 -21.6613 6.30479 707.714 304.78 1.0582e+06 585196 0.0234336 0.0303701 -0.0464122 0.0328302 0.0147042 0.00424562 0.000324365 0.00015311 
100 0.25 1600000 270.429 54.1257 -22.2611 5.43256 702.144 261.291 970917 508064 0.0428042 0.031611 -0.0444643 0.0281979 0.0163699 0.00395238 0.000377323 0.000140097 
100 0.25 1700000 315.75 63.5629 -23.6534 4.92869 753.82 233.684 1.00511e+06 445705 0.040384 0.0277521 -0.0335752 0.026693 0.0146197 0.00382626 0.000330859 0.000130062 
100 0.25 1800000 320.111 56.6498 -23.7848 4.38281 738.596 208.214 935702 401550 0.0438711 0.0248867 -0.0245815 0.0251967 0.0138169 0.00348433 0.000300172 0.000119176 
100 0.25 1900000 322.2 51.0233 -22.0968 4.25717 669.505 198.525 842359 372086 0.0537929 0.0242954 -0.0170921 0.0248159 0.0147358 0.0032548 0.000323081 0.000109438 
100 0.25 2000000 311.545 47.4842 -21.9642 4.11855 647.363 181.708 782274 343077 0.0472418 0.023086 -0.00143632 0.0262591 0.015614 0.00321356 0.000347818 0.000102246 
100 0.25 2100000 295.667 46.1058 -22.5638 3.59565 664.271 167.35 777330 314523 0.0461763 0.021065 -0.0109105 0.0257233 0.0155163 0.00282041 0.000336213 9.43822e-05 
100 0.25 2200000 297 42.5784 -22.428 3.4585 646.446 155.424 731927 293588 0.0431588 0.0204562 0.00559915 0.0285553 0.0175188 0.00323718 0.000443138 0.000134699 
100 0.25 2300000 304.714 40.2299 -21.8994 3.12614 616.403 147.197 683290 276617 0.038667 0.0188619 -0.00235599 0.0276015 0.0170944 0.00303365 0.000421059 0.000126874 
100 0.25 2400000 289 40.5009 -25.0463 4.21374 893.649 301.024 2.15784e+06 1.44776e+06 0.016562 0.0276166 0.0108992 0.0287687 0.0242478 0.00746843 0.00142462 0.000976734 
100 0.25 2500000 285 38.1666 -23.1597 4.35226 839.446 287.049 2.02302e+06 1.36354e+06 0.0138482 0.0284844 0.00226363 0.028237 0.0237898 0.00701568 0.00135347 0.000918276 
100 0.25 2600000 285 35.9215 -23.7035 4.13008 851.836 270.431 1.96888e+06 1.2844e+06 0.0118953 0.0284844 0.00378744 0.0266171 0.0224591 0.00672801 0.00127393 0.000877247 
100 0.25 2700000 274.778 35.3504 -22.8773 3.98243 808.844 258.802 1.85984e+06 1.21767e+06 0.0126521 0.0253446 0.000234179 0.0253744 0.0214487 0.00642966 0.00120417 0.000822291 
100 0.25 2800000 269.842 33.8327 -22.558 3.7856 781.147 246.658 1.76615e+06 1.15718e+06 0.0185046 0.0253446 0.00365613 0.0242685 0.0213512 0.00636934 0.00116101 0.000792377 
100 0.25 2900000 261.2 33.2265 -23.3614 3.68059 816.689 236.872 1.78915e+06 1.09955e+06 0.00555403 0.0250015 -0.00537071 0.0246769 0.0247401 0.00666368 0.00150017 0.000811519 
100 0.25 3000000 261.2 34.1413 -23.3614 3.50636 816.689 225.751 1.78915e+06 1.04917e+06 0.00555403 0.0240051 -0.00537071 0.0235018 0.0247401 0.00652771 0.00150017 0.000775997 
100 0.25 3100000 273.727 32.5948 -23.4531 3.34698 796.499 215.783 1.65878e+06 1.00345e+06 0.00839644 0.0240051 0.00176019 0.0234781 0.023651 0.00614161 0.0013892 0.000741741 
100 0.25 3200000 273.727 31.2989 -23.4531 3.24274 796.499 208.348 1.65878e+06 962359 0.00839644 0.0240051 0.00176019 0.022589 0.023651 0.00602446 0.0013892 0.000719166 
