L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std
100 0.19 1000000 179 0 -19.4468 0 378.176 1.71735e-06 143017 0 0.153369 0 0.0804215 0 0.0299895 0 0.000899371 0 
100 0.19 1100000 222 30.4056 -11.7382 5.45077 197.207 127.964 71640.5 50471 0.0708336 0.058361 0.0215114 0.0416557 0.0157625 0.01006 0.000450865 0.000317142 
100 0.19 1200000 171 46.3129 -15.1402 4.57391 291.989 115.182 125058 55085.6 0.103501 0.0471725 0.0218018 0.0277715 0.0201774 0.007614 0.000581045 0.000236643 
100 0.19 1300000 161 35.798 -11.9884 4.38386 220.596 106.232 93803.7 49391.1 0.0624713 0.0501428 0.014572 0.0217493 0.0160644 0.00673033 0.000439253 0.000215821 
100 0.19 1400000 225.8 64.6482 -13.4832 3.75328 252.232 89.5727 103737 40499.5 0.0723485 0.0410756 0.0125528 0.0174929 0.0153579 0.00542122 0.000382813 0.000179885 
100 0.19 1500000 223.333 53.9206 -13.1644 3.14124 232.506 76.7852 89435.1 36187 0.0730334 0.0342353 -0.0133646 0.0277896 0.0171784 0.00481366 0.000434126 0.000157052 
100 0.19 1600000 213.571 47.093 -15.6691 3.5534 333.907 114.651 203508 110072 0.0926573 0.0345136 0.00398136 0.0287276 0.0227165 0.00658122 0.000819225 0.0003811 
100 0.19 1700000 266.25 64.2349 -15.3647 3.12223 314.062 102.023 181904 98410 0.0795348 0.0325987 0.0245124 0.0316336 0.0234336 0.0057975 0.00081802 0.000333464 
100 0.19 1800000 245.667 60.3054 -15.585 2.78307 312.6 90.6974 171753 87997.6 0.0705954 0.0301775 0.0341675 0.0295555 0.022209 0.00528108 0.000744248 0.000304464 
100 0.19 1900000 232 55.802 -15.845 2.51688 314.41 81.6457 165514 79418.7 0.0658777 0.027526 0.0470412 0.0358586 0.0226967 0.00477544 0.00074319 0.000274293 
100 0.19 2000000 245.909 55.2514 -14.5184 2.6144 285.97 79.0216 150468 73610.3 0.0737595 0.0261278 0.0443068 0.0358586 0.0227759 0.00441819 0.000726123 0.000274293 
100 0.19 2100000 233.833 49.4354 -13.8682 2.47606 265.898 74.9423 138098 68507.5 0.0671739 0.0247665 0.0328569 0.0325669 0.0216024 0.00413568 0.000671911 0.000237659 
100 0.19 2200000 237.154 46.0733 -15.7151 2.89353 355.807 110.667 285813 155371 0.0502936 0.0280298 0.0331664 0.0325669 0.0218289 0.00382374 0.000666573 0.000237659 
100 0.19 2300000 228.429 43.3008 -15.6706 2.68719 346.661 103.14 269103 145169 0.0477683 0.0261412 0.0237779 0.0291526 0.0209754 0.00364462 0.000625934 0.000208107 
100 0.19 2400000 227.933 40.4169 -16.3813 2.60033 369.772 98.8192 283210 136175 0.0417799 0.025075 0.0254769 0.0291526 0.0198568 0.00356919 0.000585379 0.000208107 
100 0.19 2500000 221.875 38.3422 -17.053 2.5975 392.658 95.2561 299360 128618 0.0395114 0.0236102 0.0103161 0.0284473 0.0215633 0.00373183 0.0006878 0.000208198 
100 0.19 2600000 210.059 37.8638 -16.1444 2.5975 369.712 92.3751 281751 122252 0.0437627 0.0226008 0.0168595 0.0284473 0.021899 0.00352738 0.000691087 0.000195977 
100 0.19 2700000 202.222 36.5622 -15.7061 2.63504 352.959 90.1486 266356 116425 0.0411417 0.0214967 0.0200955 0.026915 0.0209964 0.00344495 0.000654469 0.000188479 
100 0.19 2800000 209.947 36.4911 -15.8737 2.63504 353.161 90.1486 259038 110527 0.0397582 0.0204097 0.0196739 0.026915 0.0199107 0.00343048 0.00062003 0.000181678 
100 0.19 2900000 232.5 43.631 -15.7536 2.76921 344.579 104.007 247733 125285 0.0311481 0.0219823 0.0182863 0.0242843 0.0197955 0.00326089 0.000604529 0.000173254 
